REF_DATE,CITY,PROVINCE,Type of fuel,VALUE
Sep-13,Victoria, British Columbia,Diesel Fuel,138.9
Sep-13,Victoria, British Columbia,Household heating fuel,132.0
Sep-13,Whitehorse, Yukon,Regular Unleaded,139.9
Sep-13,Whitehorse, Yukon,Premium Unleaded,150.5
Sep-13,Whitehorse, Yukon,Diesel Fuel,137.9
Sep-13,Whitehorse, Yukon,Household heating fuel,133.4
Sep-13,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Sep-13,Yellowknife, Northwest Territories,Premium Unleaded,149.0
Sep-13,Yellowknife, Northwest Territories,Diesel Fuel,135.6
Sep-13,Yellowknife, Northwest Territories,Household heating fuel,119.8
Oct-13,St. John's, Newfoundland and Labrador,Regular Unleaded,125.0
Oct-13,St. John's, Newfoundland and Labrador,Premium Unleaded,131.4
Oct-13,St. John's, Newfoundland and Labrador,Diesel Fuel,140.4
Oct-13,St. John's, Newfoundland and Labrador,Household heating fuel,104.6
Oct-13,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,127.9
Oct-13,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,135.7
Oct-13,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,141.0
Oct-13,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,110.3
Oct-13,Halifax, Nova Scotia,Regular Unleaded,126.3
Oct-13,Halifax, Nova Scotia,Premium Unleaded,135.1
Oct-13,Halifax, Nova Scotia,Diesel Fuel,131.7
Oct-13,Halifax, Nova Scotia,Household heating fuel,113.6
Oct-13,Saint John, New Brunswick,Regular Unleaded,123.6
Oct-13,Saint John, New Brunswick,Premium Unleaded,131.2
Oct-13,Saint John, New Brunswick,Diesel Fuel,135.3
Oct-13,Saint John, New Brunswick,Household heating fuel,115.5
Oct-13,Québec, Quebec,Regular Unleaded,130.1
Oct-13,Québec, Quebec,Premium Unleaded,141.0
Oct-13,Québec, Quebec,Diesel Fuel,137.5
Oct-13,Québec, Quebec,Household heating fuel,117.2
Oct-13,Montréal, Quebec,Regular Unleaded,132.1
Oct-13,Montréal, Quebec,Premium Unleaded,143.2
Oct-13,Montréal, Quebec,Diesel Fuel,136.9
Oct-13,Montréal, Quebec,Household heating fuel,118.8
Oct-13,Ottawa-Gatineau, Ontario part,Regular Unleaded,123.9
Oct-13,Ottawa-Gatineau, Ontario part,Premium Unleaded,139.6
Oct-13,Ottawa-Gatineau, Ontario part,Diesel Fuel,126.2
Oct-13,Ottawa-Gatineau, Ontario part,Household heating fuel,120.9
Oct-13,Toronto, Ontario,Regular Unleaded,124.8
Oct-13,Toronto, Ontario,Premium Unleaded,140.7
Oct-13,Toronto, Ontario,Diesel Fuel,125.2
Oct-13,Toronto, Ontario,Household heating fuel,124.2
Oct-13,Thunder Bay, Ontario,Regular Unleaded,132.1
Oct-13,Thunder Bay, Ontario,Premium Unleaded,145.7
Oct-13,Thunder Bay, Ontario,Household heating fuel,129.8
Oct-13,Winnipeg, Manitoba,Regular Unleaded,116.4
Oct-13,Winnipeg, Manitoba,Premium Unleaded,130.3
Oct-13,Winnipeg, Manitoba,Diesel Fuel,124.2
Oct-13,Winnipeg, Manitoba,Household heating fuel,122.9
Oct-13,Regina, Saskatchewan,Regular Unleaded,117.3
Oct-13,Regina, Saskatchewan,Premium Unleaded,131.0
Oct-13,Regina, Saskatchewan,Diesel Fuel,126.0
Oct-13,Regina, Saskatchewan,Household heating fuel,118.6
Oct-13,Saskatoon, Saskatchewan,Regular Unleaded,116.1
Oct-13,Saskatoon, Saskatchewan,Premium Unleaded,130.8
Oct-13,Saskatoon, Saskatchewan,Diesel Fuel,125.2
Oct-13,Saskatoon, Saskatchewan,Household heating fuel,118.2
Oct-13,Edmonton, Alberta,Regular Unleaded,106.8
Oct-13,Edmonton, Alberta,Premium Unleaded,122.3
Oct-13,Edmonton, Alberta,Diesel Fuel,118.0
Oct-13,Calgary, Alberta,Regular Unleaded,111.7
Oct-13,Calgary, Alberta,Premium Unleaded,126.1
Oct-13,Calgary, Alberta,Diesel Fuel,119.9
Oct-13,Vancouver, British Columbia,Regular Unleaded,132.4
Oct-13,Vancouver, British Columbia,Premium Unleaded,147.6
Oct-13,Vancouver, British Columbia,Diesel Fuel,141.9
Oct-13,Vancouver, British Columbia,Household heating fuel,128.0
Oct-13,Victoria, British Columbia,Regular Unleaded,125.7
Oct-13,Victoria, British Columbia,Premium Unleaded,140.0
Oct-13,Victoria, British Columbia,Diesel Fuel,135.9
Oct-13,Victoria, British Columbia,Household heating fuel,131.3
Oct-13,Whitehorse, Yukon,Regular Unleaded,139.9
Oct-13,Whitehorse, Yukon,Premium Unleaded,150.7
Oct-13,Whitehorse, Yukon,Diesel Fuel,140.4
Oct-13,Whitehorse, Yukon,Household heating fuel,132.7
Oct-13,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Oct-13,Yellowknife, Northwest Territories,Premium Unleaded,149.0
Oct-13,Yellowknife, Northwest Territories,Diesel Fuel,135.6
Oct-13,Yellowknife, Northwest Territories,Household heating fuel,120.2
Nov-13,St. John's, Newfoundland and Labrador,Regular Unleaded,126.0
Nov-13,St. John's, Newfoundland and Labrador,Premium Unleaded,132.4
Nov-13,St. John's, Newfoundland and Labrador,Diesel Fuel,140.2
Nov-13,St. John's, Newfoundland and Labrador,Household heating fuel,105.5
Nov-13,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,128.2
Nov-13,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,136.1
Nov-13,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,143.3
Nov-13,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,113.2
Nov-13,Halifax, Nova Scotia,Regular Unleaded,126.3
Nov-13,Halifax, Nova Scotia,Premium Unleaded,135.0
Nov-13,Halifax, Nova Scotia,Diesel Fuel,133.6
Nov-13,Halifax, Nova Scotia,Household heating fuel,115.7
Nov-13,Saint John, New Brunswick,Regular Unleaded,122.3
Nov-13,Saint John, New Brunswick,Premium Unleaded,130.0
Nov-13,Saint John, New Brunswick,Diesel Fuel,137.0
Nov-13,Saint John, New Brunswick,Household heating fuel,116.3
Nov-13,Québec, Quebec,Regular Unleaded,131.0
Nov-13,Québec, Quebec,Premium Unleaded,140.2
Nov-13,Québec, Quebec,Diesel Fuel,136.9
Nov-13,Québec, Quebec,Household heating fuel,117.6
Nov-13,Montréal, Quebec,Regular Unleaded,133.2
Nov-13,Montréal, Quebec,Premium Unleaded,144.4
Nov-13,Montréal, Quebec,Diesel Fuel,135.9
Nov-13,Montréal, Quebec,Household heating fuel,118.8
Nov-13,Ottawa-Gatineau, Ontario part,Regular Unleaded,123.3
Nov-13,Ottawa-Gatineau, Ontario part,Premium Unleaded,138.8
Nov-13,Ottawa-Gatineau, Ontario part,Diesel Fuel,126.3
Nov-13,Ottawa-Gatineau, Ontario part,Household heating fuel,122.0
Nov-13,Toronto, Ontario,Regular Unleaded,124.6
Nov-13,Toronto, Ontario,Premium Unleaded,140.8
Nov-13,Toronto, Ontario,Diesel Fuel,124.8
Nov-13,Toronto, Ontario,Household heating fuel,127.0
Nov-13,Thunder Bay, Ontario,Regular Unleaded,130.6
Nov-13,Thunder Bay, Ontario,Premium Unleaded,143.9
Nov-13,Thunder Bay, Ontario,Household heating fuel,131.3
Nov-13,Winnipeg, Manitoba,Regular Unleaded,111.8
Nov-13,Winnipeg, Manitoba,Premium Unleaded,125.8
Nov-13,Winnipeg, Manitoba,Diesel Fuel,127.4
Nov-13,Winnipeg, Manitoba,Household heating fuel,126.2
Nov-13,Regina, Saskatchewan,Regular Unleaded,115.5
Nov-13,Regina, Saskatchewan,Premium Unleaded,128.8
Nov-13,Regina, Saskatchewan,Diesel Fuel,127.6
Nov-13,Regina, Saskatchewan,Household heating fuel,120.3
Nov-13,Saskatoon, Saskatchewan,Regular Unleaded,113.2
Nov-13,Saskatoon, Saskatchewan,Premium Unleaded,127.4
Nov-13,Saskatoon, Saskatchewan,Diesel Fuel,125.1
Nov-13,Saskatoon, Saskatchewan,Household heating fuel,122.8
Nov-13,Edmonton, Alberta,Regular Unleaded,103.0
Nov-13,Edmonton, Alberta,Premium Unleaded,118.5
Nov-13,Edmonton, Alberta,Diesel Fuel,121.1
Nov-13,Calgary, Alberta,Regular Unleaded,108.4
Nov-13,Calgary, Alberta,Premium Unleaded,123.3
Nov-13,Calgary, Alberta,Diesel Fuel,124.7
Nov-13,Vancouver, British Columbia,Regular Unleaded,128.5
Nov-13,Vancouver, British Columbia,Premium Unleaded,143.2
Nov-13,Vancouver, British Columbia,Diesel Fuel,143.7
Nov-13,Vancouver, British Columbia,Household heating fuel,129.5
Nov-13,Victoria, British Columbia,Regular Unleaded,119.2
Nov-13,Victoria, British Columbia,Premium Unleaded,133.9
Nov-13,Victoria, British Columbia,Diesel Fuel,135.2
Nov-13,Victoria, British Columbia,Household heating fuel,132.7
Nov-13,Whitehorse, Yukon,Regular Unleaded,131.3
Nov-13,Whitehorse, Yukon,Premium Unleaded,145.2
Nov-13,Whitehorse, Yukon,Diesel Fuel,143.4
Nov-13,Whitehorse, Yukon,Household heating fuel,134.8
Nov-13,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Nov-13,Yellowknife, Northwest Territories,Premium Unleaded,149.0
Nov-13,Yellowknife, Northwest Territories,Diesel Fuel,135.6
Nov-13,Yellowknife, Northwest Territories,Household heating fuel,125.3
Dec-13,St. John's, Newfoundland and Labrador,Regular Unleaded,129.6
Dec-13,St. John's, Newfoundland and Labrador,Premium Unleaded,135.9
Dec-13,St. John's, Newfoundland and Labrador,Diesel Fuel,144.1
Dec-13,St. John's, Newfoundland and Labrador,Household heating fuel,109.8
Dec-13,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,130.1
Dec-13,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,138.0
Dec-13,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,147.2
Dec-13,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,117.4
Dec-13,Halifax, Nova Scotia,Regular Unleaded,130.7
Dec-13,Halifax, Nova Scotia,Premium Unleaded,139.4
Dec-13,Halifax, Nova Scotia,Diesel Fuel,138.8
Dec-13,Halifax, Nova Scotia,Household heating fuel,118.9
Dec-13,Saint John, New Brunswick,Regular Unleaded,125.3
Dec-13,Saint John, New Brunswick,Premium Unleaded,133.3
Dec-13,Saint John, New Brunswick,Diesel Fuel,141.9
Dec-13,Saint John, New Brunswick,Household heating fuel,124.8
Dec-13,Québec, Quebec,Regular Unleaded,133.0
Dec-13,Québec, Quebec,Premium Unleaded,143.4
Dec-13,Québec, Quebec,Diesel Fuel,143.1
Dec-13,Québec, Quebec,Household heating fuel,124.1
Dec-13,Montréal, Quebec,Regular Unleaded,136.3
Dec-13,Montréal, Quebec,Premium Unleaded,147.3
Dec-13,Montréal, Quebec,Diesel Fuel,143.0
Dec-13,Montréal, Quebec,Household heating fuel,125.2
Dec-13,Ottawa-Gatineau, Ontario part,Regular Unleaded,125.8
Dec-13,Ottawa-Gatineau, Ontario part,Premium Unleaded,141.5
Dec-13,Ottawa-Gatineau, Ontario part,Diesel Fuel,133.0
Dec-13,Ottawa-Gatineau, Ontario part,Household heating fuel,132.5
Dec-13,Toronto, Ontario,Regular Unleaded,127.3
Dec-13,Toronto, Ontario,Premium Unleaded,142.7
Dec-13,Toronto, Ontario,Diesel Fuel,132.7
Dec-13,Toronto, Ontario,Household heating fuel,132.8
Dec-13,Thunder Bay, Ontario,Regular Unleaded,129.7
Dec-13,Thunder Bay, Ontario,Premium Unleaded,143.7
Dec-13,Thunder Bay, Ontario,Household heating fuel,136.3
Dec-13,Winnipeg, Manitoba,Regular Unleaded,107.1
Dec-13,Winnipeg, Manitoba,Premium Unleaded,121.6
Dec-13,Winnipeg, Manitoba,Diesel Fuel,131.9
Dec-13,Winnipeg, Manitoba,Household heating fuel,129.9
Dec-13,Regina, Saskatchewan,Regular Unleaded,118.9
Dec-13,Regina, Saskatchewan,Premium Unleaded,132.2
Dec-13,Regina, Saskatchewan,Diesel Fuel,132.7
Dec-13,Regina, Saskatchewan,Household heating fuel,123.5
Dec-13,Saskatoon, Saskatchewan,Regular Unleaded,115.9
Dec-13,Saskatoon, Saskatchewan,Premium Unleaded,130.2
Dec-13,Saskatoon, Saskatchewan,Diesel Fuel,129.3
Dec-13,Saskatoon, Saskatchewan,Household heating fuel,128.7
Dec-13,Edmonton, Alberta,Regular Unleaded,105.6
Dec-13,Edmonton, Alberta,Premium Unleaded,121.2
Dec-13,Edmonton, Alberta,Diesel Fuel,126.9
Dec-13,Calgary, Alberta,Regular Unleaded,108.2
Dec-13,Calgary, Alberta,Premium Unleaded,122.5
Dec-13,Calgary, Alberta,Diesel Fuel,127.9
Dec-13,Vancouver, British Columbia,Regular Unleaded,125.4
Dec-13,Vancouver, British Columbia,Premium Unleaded,140.4
Dec-13,Vancouver, British Columbia,Diesel Fuel,144.4
Dec-13,Vancouver, British Columbia,Household heating fuel,130.4
Dec-13,Victoria, British Columbia,Regular Unleaded,117.0
Dec-13,Victoria, British Columbia,Premium Unleaded,131.7
Dec-13,Victoria, British Columbia,Diesel Fuel,137.7
Dec-13,Victoria, British Columbia,Household heating fuel,134.8
Dec-13,Whitehorse, Yukon,Regular Unleaded,128.8
Dec-13,Whitehorse, Yukon,Premium Unleaded,140.3
Dec-13,Whitehorse, Yukon,Diesel Fuel,143.7
Dec-13,Whitehorse, Yukon,Household heating fuel,135.1
Dec-13,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Dec-13,Yellowknife, Northwest Territories,Premium Unleaded,149.2
Dec-13,Yellowknife, Northwest Territories,Diesel Fuel,137.1
Dec-13,Yellowknife, Northwest Territories,Household heating fuel,129.5
Jan-14,St. John's, Newfoundland and Labrador,Regular Unleaded,131.5
Jan-14,St. John's, Newfoundland and Labrador,Premium Unleaded,137.6
Jan-14,St. John's, Newfoundland and Labrador,Diesel Fuel,147.0
Jan-14,St. John's, Newfoundland and Labrador,Household heating fuel,112.2
Jan-14,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,131.9
Jan-14,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,139.5
Jan-14,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,148.3
Jan-14,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,121.1
Jan-14,Halifax, Nova Scotia,Regular Unleaded,132.3
Jan-14,Halifax, Nova Scotia,Premium Unleaded,141.0
Jan-14,Halifax, Nova Scotia,Diesel Fuel,142.1
Jan-14,Halifax, Nova Scotia,Household heating fuel,125.0
Jan-14,Saint John, New Brunswick,Regular Unleaded,127.6
Jan-14,Saint John, New Brunswick,Premium Unleaded,135.1
Jan-14,Saint John, New Brunswick,Diesel Fuel,143.4
Jan-14,Saint John, New Brunswick,Household heating fuel,129.3
Jan-14,Québec, Quebec,Regular Unleaded,134.8
Jan-14,Québec, Quebec,Premium Unleaded,145.7
Jan-14,Québec, Quebec,Diesel Fuel,147.5
Jan-14,Québec, Quebec,Household heating fuel,132.2
Jan-14,Montréal, Quebec,Regular Unleaded,137.4
Jan-14,Montréal, Quebec,Premium Unleaded,149.4
Jan-14,Montréal, Quebec,Diesel Fuel,148.4
Jan-14,Montréal, Quebec,Household heating fuel,132.2
Jan-14,Ottawa-Gatineau, Ontario part,Regular Unleaded,125.2
Jan-14,Ottawa-Gatineau, Ontario part,Premium Unleaded,140.3
Jan-14,Ottawa-Gatineau, Ontario part,Diesel Fuel,137.5
Jan-14,Ottawa-Gatineau, Ontario part,Household heating fuel,137.9
Jan-14,Toronto, Ontario,Regular Unleaded,126.6
Jan-14,Toronto, Ontario,Premium Unleaded,142.0
Jan-14,Toronto, Ontario,Diesel Fuel,135.9
Jan-14,Toronto, Ontario,Household heating fuel,137.5
Jan-14,Thunder Bay, Ontario,Regular Unleaded,129.7
Jan-14,Thunder Bay, Ontario,Premium Unleaded,143.8
Jan-14,Thunder Bay, Ontario,Household heating fuel,142.7
Jan-14,Winnipeg, Manitoba,Regular Unleaded,110.1
Jan-14,Winnipeg, Manitoba,Premium Unleaded,124.4
Jan-14,Winnipeg, Manitoba,Diesel Fuel,135.7
Jan-14,Winnipeg, Manitoba,Household heating fuel,132.4
Jan-14,Regina, Saskatchewan,Regular Unleaded,111.9
Jan-14,Regina, Saskatchewan,Premium Unleaded,125.6
Jan-14,Regina, Saskatchewan,Diesel Fuel,137.1
Jan-14,Regina, Saskatchewan,Household heating fuel,130.2
Jan-14,Saskatoon, Saskatchewan,Regular Unleaded,112.4
Jan-14,Saskatoon, Saskatchewan,Premium Unleaded,126.7
Jan-14,Saskatoon, Saskatchewan,Diesel Fuel,132.5
Jan-14,Saskatoon, Saskatchewan,Household heating fuel,125.2
Jan-14,Edmonton, Alberta,Regular Unleaded,102.7
Jan-14,Edmonton, Alberta,Premium Unleaded,118.7
Jan-14,Edmonton, Alberta,Diesel Fuel,126.9
Jan-14,Calgary, Alberta,Regular Unleaded,107.2
Jan-14,Calgary, Alberta,Premium Unleaded,122.5
Jan-14,Calgary, Alberta,Diesel Fuel,131.7
Jan-14,Vancouver, British Columbia,Regular Unleaded,129.8
Jan-14,Vancouver, British Columbia,Premium Unleaded,144.9
Jan-14,Vancouver, British Columbia,Diesel Fuel,144.9
Jan-14,Vancouver, British Columbia,Household heating fuel,130.4
Jan-14,Victoria, British Columbia,Regular Unleaded,118.2
Jan-14,Victoria, British Columbia,Premium Unleaded,132.9
Jan-14,Victoria, British Columbia,Diesel Fuel,137.7
Jan-14,Victoria, British Columbia,Household heating fuel,135.9
Jan-14,Whitehorse, Yukon,Regular Unleaded,128.7
Jan-14,Whitehorse, Yukon,Premium Unleaded,139.4
Jan-14,Whitehorse, Yukon,Diesel Fuel,146.7
Jan-14,Whitehorse, Yukon,Household heating fuel,137.2
Jan-14,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Jan-14,Yellowknife, Northwest Territories,Premium Unleaded,149.2
Jan-14,Yellowknife, Northwest Territories,Diesel Fuel,133.9
Jan-14,Yellowknife, Northwest Territories,Household heating fuel,133.0
Feb-14,St. John's, Newfoundland and Labrador,Regular Unleaded,134.4
Feb-14,St. John's, Newfoundland and Labrador,Premium Unleaded,140.7
Feb-14,St. John's, Newfoundland and Labrador,Diesel Fuel,152.8
Feb-14,St. John's, Newfoundland and Labrador,Household heating fuel,115.7
Feb-14,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,135.5
Feb-14,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,143.5
Feb-14,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,154.6
Feb-14,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,125.3
Feb-14,Halifax, Nova Scotia,Regular Unleaded,135.9
Feb-14,Halifax, Nova Scotia,Premium Unleaded,144.7
Feb-14,Halifax, Nova Scotia,Diesel Fuel,147.7
Feb-14,Halifax, Nova Scotia,Household heating fuel,130.8
Feb-14,Saint John, New Brunswick,Regular Unleaded,130.8
Feb-14,Saint John, New Brunswick,Premium Unleaded,138.5
Feb-14,Saint John, New Brunswick,Diesel Fuel,150.7
Feb-14,Saint John, New Brunswick,Household heating fuel,133.5
Feb-14,Québec, Quebec,Regular Unleaded,134.1
Feb-14,Québec, Quebec,Premium Unleaded,145.2
Feb-14,Québec, Quebec,Diesel Fuel,154.9
Feb-14,Québec, Quebec,Household heating fuel,142.1
Feb-14,Montréal, Quebec,Regular Unleaded,137.3
Feb-14,Montréal, Quebec,Premium Unleaded,149.2
Feb-14,Montréal, Quebec,Diesel Fuel,155.7
Feb-14,Montréal, Quebec,Household heating fuel,141.1
Feb-14,Ottawa-Gatineau, Ontario part,Regular Unleaded,128.7
Feb-14,Ottawa-Gatineau, Ontario part,Premium Unleaded,144.3
Feb-14,Ottawa-Gatineau, Ontario part,Diesel Fuel,142.7
Feb-14,Ottawa-Gatineau, Ontario part,Household heating fuel,146.9
Feb-14,Toronto, Ontario,Regular Unleaded,130.6
Feb-14,Toronto, Ontario,Premium Unleaded,147.1
Feb-14,Toronto, Ontario,Diesel Fuel,142.6
Feb-14,Toronto, Ontario,Household heating fuel,143.6
Feb-14,Thunder Bay, Ontario,Regular Unleaded,130.6
Feb-14,Thunder Bay, Ontario,Premium Unleaded,144.7
Feb-14,Thunder Bay, Ontario,Household heating fuel,145.0
Feb-14,Winnipeg, Manitoba,Regular Unleaded,111.7
Feb-14,Winnipeg, Manitoba,Premium Unleaded,126.2
Feb-14,Winnipeg, Manitoba,Diesel Fuel,141.2
Feb-14,Winnipeg, Manitoba,Household heating fuel,136.7
Feb-14,Regina, Saskatchewan,Regular Unleaded,118.6
Feb-14,Regina, Saskatchewan,Premium Unleaded,133.3
Feb-14,Regina, Saskatchewan,Diesel Fuel,143.1
Feb-14,Regina, Saskatchewan,Household heating fuel,136.4
Feb-14,Saskatoon, Saskatchewan,Regular Unleaded,118.1
Feb-14,Saskatoon, Saskatchewan,Premium Unleaded,132.1
Feb-14,Saskatoon, Saskatchewan,Diesel Fuel,139.1
Feb-14,Saskatoon, Saskatchewan,Household heating fuel,136.3
Feb-14,Edmonton, Alberta,Regular Unleaded,107.6
Feb-14,Edmonton, Alberta,Premium Unleaded,123.7
Feb-14,Edmonton, Alberta,Diesel Fuel,132.2
Feb-14,Calgary, Alberta,Regular Unleaded,112.0
Feb-14,Calgary, Alberta,Premium Unleaded,127.5
Feb-14,Calgary, Alberta,Diesel Fuel,137.4
Feb-14,Vancouver, British Columbia,Regular Unleaded,131.6
Feb-14,Vancouver, British Columbia,Premium Unleaded,146.5
Feb-14,Vancouver, British Columbia,Diesel Fuel,148.9
Feb-14,Vancouver, British Columbia,Household heating fuel,134.5
Feb-14,Victoria, British Columbia,Regular Unleaded,119.7
Feb-14,Victoria, British Columbia,Premium Unleaded,134.3
Feb-14,Victoria, British Columbia,Diesel Fuel,144.4
Feb-14,Victoria, British Columbia,Household heating fuel,142.0
Feb-14,Whitehorse, Yukon,Regular Unleaded,131.9
Feb-14,Whitehorse, Yukon,Premium Unleaded,142.3
Feb-14,Whitehorse, Yukon,Diesel Fuel,152.2
Feb-14,Whitehorse, Yukon,Household heating fuel,137.2
Feb-14,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Feb-14,Yellowknife, Northwest Territories,Premium Unleaded,149.2
Feb-14,Yellowknife, Northwest Territories,Diesel Fuel,141.2
Feb-14,Yellowknife, Northwest Territories,Household heating fuel,138.6
Mar-14,St. John's, Newfoundland and Labrador,Regular Unleaded,134.8
Mar-14,St. John's, Newfoundland and Labrador,Premium Unleaded,142.0
Mar-14,St. John's, Newfoundland and Labrador,Diesel Fuel,153.8
Mar-14,St. John's, Newfoundland and Labrador,Household heating fuel,115.9
Mar-14,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,137.7
Mar-14,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,145.6
Mar-14,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,153.4
Mar-14,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,127.4
Mar-14,Halifax, Nova Scotia,Regular Unleaded,138.3
Mar-14,Halifax, Nova Scotia,Premium Unleaded,147.1
Mar-14,Halifax, Nova Scotia,Diesel Fuel,145.1
Mar-14,Halifax, Nova Scotia,Household heating fuel,132.2
Mar-14,Saint John, New Brunswick,Regular Unleaded,134.7
Mar-14,Saint John, New Brunswick,Premium Unleaded,142.1
Mar-14,Saint John, New Brunswick,Diesel Fuel,149.3
Mar-14,Saint John, New Brunswick,Household heating fuel,133.9
Mar-14,Québec, Quebec,Regular Unleaded,134.6
Mar-14,Québec, Quebec,Premium Unleaded,145.7
Mar-14,Québec, Quebec,Diesel Fuel,151.5
Mar-14,Québec, Quebec,Household heating fuel,134.8
Mar-14,Montréal, Quebec,Regular Unleaded,141.3
Mar-14,Montréal, Quebec,Premium Unleaded,153.4
Mar-14,Montréal, Quebec,Diesel Fuel,151.9
Mar-14,Montréal, Quebec,Household heating fuel,135.4
Mar-14,Ottawa-Gatineau, Ontario part,Regular Unleaded,130.0
Mar-14,Ottawa-Gatineau, Ontario part,Premium Unleaded,145.3
Mar-14,Ottawa-Gatineau, Ontario part,Diesel Fuel,141.8
Mar-14,Ottawa-Gatineau, Ontario part,Household heating fuel,143.9
Mar-14,Toronto, Ontario,Regular Unleaded,131.5
Mar-14,Toronto, Ontario,Premium Unleaded,147.8
Mar-14,Toronto, Ontario,Diesel Fuel,142.0
Mar-14,Toronto, Ontario,Household heating fuel,143.1
Mar-14,Thunder Bay, Ontario,Regular Unleaded,135.4
Mar-14,Thunder Bay, Ontario,Premium Unleaded,149.5
Mar-14,Thunder Bay, Ontario,Household heating fuel,144.6
Mar-14,Winnipeg, Manitoba,Regular Unleaded,124.9
Mar-14,Winnipeg, Manitoba,Premium Unleaded,139.0
Mar-14,Winnipeg, Manitoba,Diesel Fuel,141.2
Mar-14,Winnipeg, Manitoba,Household heating fuel,136.3
Mar-14,Regina, Saskatchewan,Regular Unleaded,127.1
Mar-14,Regina, Saskatchewan,Premium Unleaded,141.0
Mar-14,Regina, Saskatchewan,Diesel Fuel,140.5
Mar-14,Regina, Saskatchewan,Household heating fuel,136.7
Mar-14,Saskatoon, Saskatchewan,Regular Unleaded,127.0
Mar-14,Saskatoon, Saskatchewan,Premium Unleaded,141.1
Mar-14,Saskatoon, Saskatchewan,Diesel Fuel,143.3
Mar-14,Saskatoon, Saskatchewan,Household heating fuel,135.2
Mar-14,Edmonton, Alberta,Regular Unleaded,116.4
Mar-14,Edmonton, Alberta,Premium Unleaded,133.0
Mar-14,Edmonton, Alberta,Diesel Fuel,133.3
Mar-14,Calgary, Alberta,Regular Unleaded,119.8
Mar-14,Calgary, Alberta,Premium Unleaded,135.0
Mar-14,Calgary, Alberta,Diesel Fuel,135.7
Mar-14,Vancouver, British Columbia,Regular Unleaded,141.9
Mar-14,Vancouver, British Columbia,Premium Unleaded,156.8
Mar-14,Vancouver, British Columbia,Diesel Fuel,149.4
Mar-14,Vancouver, British Columbia,Household heating fuel,135.0
Mar-14,Victoria, British Columbia,Regular Unleaded,128.2
Mar-14,Victoria, British Columbia,Premium Unleaded,142.5
Mar-14,Victoria, British Columbia,Diesel Fuel,144.4
Mar-14,Victoria, British Columbia,Household heating fuel,143.2
Mar-14,Whitehorse, Yukon,Regular Unleaded,135.0
Mar-14,Whitehorse, Yukon,Premium Unleaded,146.0
Mar-14,Whitehorse, Yukon,Diesel Fuel,152.2
Mar-14,Whitehorse, Yukon,Household heating fuel,135.8
Mar-14,Yellowknife, Northwest Territories,Regular Unleaded,138.9
Mar-14,Yellowknife, Northwest Territories,Premium Unleaded,149.2
Mar-14,Yellowknife, Northwest Territories,Diesel Fuel,142.4
Mar-14,Yellowknife, Northwest Territories,Household heating fuel,138.8
Apr-14,St. John's, Newfoundland and Labrador,Regular Unleaded,136.4
Apr-14,St. John's, Newfoundland and Labrador,Premium Unleaded,142.3
Apr-14,St. John's, Newfoundland and Labrador,Diesel Fuel,141.8
Apr-14,St. John's, Newfoundland and Labrador,Household heating fuel,110.8
Apr-14,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,137.8
Apr-14,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,146.1
Apr-14,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,146.3
Apr-14,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,119.0
Apr-14,Halifax, Nova Scotia,Regular Unleaded,136.1
Apr-14,Halifax, Nova Scotia,Premium Unleaded,144.6
Apr-14,Halifax, Nova Scotia,Diesel Fuel,141.0
Apr-14,Halifax, Nova Scotia,Household heating fuel,131.0
Apr-14,Saint John, New Brunswick,Regular Unleaded,134.5
